N,Okrug,Rooms,Price,Totsp,Livesp,Kitsp,Dolgota,Shirota,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,View,Elevator
151015248,2.0,2.0,7400000.0,52.0,32.0,10.0,37.620627,55.876238,13.624693499617145,10.0,0.0,0.0,1.0,1.0,8.0,14.0,0.0,двор,1.0
149456888,2.0,2.0,7400000.0,38.0,22.0,7.0,37.612721,55.803717,5.578268932642707,15.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,–,1.0
150849103,2.0,1.0,7400000.0,38.0,19.0,7.5,37.660961,55.890527,15.428307731013389,5.0,1.0,0.0,0.0,1.0,7.0,17.0,0.0,улица,1.0
149601704,2.0,2.0,7400000.0,48.0,34.0,,37.69595,55.872218,14.007474766633292,20.0,0.0,1.0,1.0,1.0,10.0,12.0,0.0,двор и улица,1.0
137205672,2.0,1.0,7450000.0,38.9,20.9,8.5,37.574283,55.893914,15.846435029275431,7.0,1.0,0.0,1.0,1.0,3.0,12.0,0.0,двор и улица,1.0
150508132,2.0,1.0,7461472.0,43.3,11.5,20.7,37.618053,55.850616,10.776122802721035,10.0,1.0,1.0,0.0,0.0,6.0,18.0,1.0,двор,1.0
151098438,2.0,1.0,7462560.0,44.4,11.5,20.7,37.618053,55.850616,10.776122802721035,10.0,1.0,1.0,0.0,0.0,6.0,18.0,1.0,двор,1.0
149385759,2.0,1.0,7499000.0,47.0,30.0,10.0,37.682736,55.870925,13.612141854090305,13.0,1.0,1.0,0.0,1.0,4.0,11.0,0.0,двор,1.0
149385754,2.0,2.0,7499000.0,47.0,30.0,10.0,37.682736,55.870925,13.612141854090305,10.0,1.0,1.0,0.0,1.0,4.0,11.0,0.0,двор,1.0
47678137,2.0,2.0,7500000.0,48.0,32.0,9.0,37.691656,55.886857,15.468400634607757,15.0,1.0,0.0,1.0,1.0,12.0,14.0,0.0,двор,1.0
150639799,2.0,1.0,7500000.0,39.0,21.0,9.0,37.60381,55.796835,4.898607952902735,8.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,улица,1.0
149517636,2.0,4.0,32515200.0,270.6,,,37.618273,55.805174,5.7234522788001545,15.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,–,1.0
48376090,2.0,1.0,7500000.0,39.0,19.8,8.5,37.644971,55.838617,9.571115396919122,13.0,1.0,0.0,0.0,1.0,17.0,17.0,0.0,двор,1.0
150629083,2.0,1.0,7500000.0,39.0,20.0,10.0,37.642923,55.883186,14.469143935312484,15.0,1.0,0.0,0.0,1.0,18.0,22.0,0.0,двор,1.0
150332308,2.0,1.0,7500000.0,36.0,17.0,9.0,37.591916,55.826878,8.32050215212987,8.0,1.0,0.0,1.0,1.0,3.0,17.0,0.0,двор,1.0
149968749,2.0,2.0,7500000.0,52.5,31.5,8.5,37.612236,55.894318,15.642139580089097,13.0,1.0,0.0,1.0,1.0,4.0,16.0,0.0,двор,1.0
150944006,2.0,1.0,7500000.0,43.0,21.0,10.0,37.610997,55.852243,10.970287266292416,16.0,1.0,0.0,1.0,1.0,10.0,12.0,0.0,улица,0.0
150213310,2.0,2.0,7500000.0,54.0,32.0,8.5,37.723097,55.874708,14.917573528565162,,1.0,0.0,1.0,1.0,6.0,12.0,0.0,двор,1.0
150782499,2.0,1.0,7500000.0,44.0,19.0,11.0,37.549417,55.904064,17.28497471078471,10.0,0.0,0.0,0.0,1.0,19.0,24.0,0.0,улица,1.0
150937948,2.0,2.0,7500000.0,38.0,20.0,7.0,37.631379,55.816328,7.000301256208897,20.0,1.0,0.0,1.0,1.0,6.0,8.0,0.0,двор и улица,1.0
150585842,2.0,1.0,7500000.0,37.0,20.0,8.0,37.595276,55.792989,4.629242206872931,5.0,1.0,1.0,1.0,1.0,9.0,9.0,0.0,двор,1.0
151003349,2.0,2.0,7500000.0,52.0,33.5,8.5,37.612299,55.894727,15.687479665335301,15.0,1.0,0.0,0.0,0.0,1.0,16.0,0.0,улица,1.0
147512321,2.0,2.0,7500000.0,45.0,28.0,6.0,37.649382,55.888397,15.089696090671259,7.0,1.0,0.0,0.0,0.0,4.0,9.0,0.0,улица,1.0
148347788,2.0,1.0,7500000.0,32.0,24.0,8.0,37.620492,55.793308,4.403408050439637,5.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,двор,0.0
150704005,2.0,1.0,7500000.0,38.0,19.1,7.4,37.645249,55.873829,13.450649177192227,17.0,1.0,0.0,0.0,1.0,13.0,17.0,0.0,двор,1.0
150930169,2.0,2.0,7500000.0,43.0,30.0,6.0,37.653164,55.816657,7.303019515414703,13.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,двор,0.0
150278539,2.0,1.0,7500000.0,42.0,22.0,10.0,37.550621,55.904735,17.338312658399733,,1.0,0.0,1.0,1.0,13.0,19.0,0.0,улица,1.0
149663948,2.0,2.0,7500000.0,52.0,31.0,10.0,37.693875,55.886978,15.521886299884397,,1.0,0.0,0.0,0.0,7.0,12.0,0.0,двор,1.0
150577913,2.0,3.0,7500000.0,60.0,38.0,6.0,37.707036,55.870561,14.086804403128287,20.0,0.0,0.0,1.0,1.0,8.0,9.0,0.0,двор,1.0
150319385,2.0,2.0,7500000.0,53.0,28.2,10.0,37.677427,55.893102,15.910625358499965,17.0,1.0,0.0,1.0,1.0,9.0,16.0,0.0,двор,1.0
149779709,2.0,3.0,7500000.0,57.0,41.5,6.0,37.694028,55.874157,14.170794063217702,25.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,двор,1.0
150728562,2.0,1.0,7500000.0,35.0,19.7,9.7,37.653613,55.808199,6.41656942847751,14.0,1.0,0.0,1.0,1.0,10.0,12.0,0.0,двор,1.0
150386929,2.0,1.0,7526400.0,47.0,23.5,13.4,37.678348,55.861503,12.53035001338212,,1.0,0.0,0.0,1.0,1.0,16.0,1.0,–,0.0
21845060,2.0,2.0,7530000.0,45.0,29.0,6.0,37.611886,55.858897,11.706825558778656,10.0,1.0,0.0,1.0,1.0,3.0,9.0,0.0,двор и улица,1.0
150684884,2.0,1.0,7595250.0,41.0,,11.5,37.68491,55.872238,13.791290272527107,15.0,1.0,0.0,0.0,0.0,6.0,12.0,1.0,двор,1.0
150918506,2.0,2.0,7600000.0,47.1,32.0,9.0,37.684883,55.866233,13.154313349607088,15.0,1.0,0.0,1.0,1.0,14.0,14.0,0.0,двор,1.0
20870141,2.0,3.0,7600000.0,49.0,39.0,6.0,37.607116,55.869233,12.870082122651352,5.0,1.0,0.0,1.0,1.0,5.0,9.0,0.0,двор,1.0
148090084,2.0,1.0,5300000.0,34.0,21.0,6.0,37.62607,55.873461,13.321529644962478,19.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,–,1.0
150537984,2.0,2.0,6500000.0,45.0,29.0,6.0,37.613099,55.888881,15.036267011488965,9.0,1.0,0.0,1.0,0.0,6.0,9.0,0.0,двор,1.0
150855181,2.0,2.0,7600000.0,38.0,23.0,8.0,37.653972,55.811842,6.80732466996857,10.0,1.0,0.0,1.0,1.0,9.0,9.0,0.0,двор и улица,1.0
149907634,2.0,1.0,7600000.0,40.0,19.0,10.0,37.664518,55.873971,13.660216080356442,3.0,1.0,0.0,1.0,1.0,2.0,16.0,0.0,двор,1.0
11757745,2.0,2.0,7600000.0,44.0,28.0,6.0,37.65876,55.888281,15.159530235262741,1.0,1.0,0.0,1.0,0.0,6.0,9.0,0.0,улица,1.0
35582952,2.0,2.0,7600000.0,40.0,24.0,6.5,37.581568,55.826124,8.39903194427161,15.0,1.0,1.0,1.0,1.0,11.0,12.0,0.0,двор,1.0
151007137,2.0,2.0,7600000.0,38.0,23.0,8.0,37.642294,55.853445,11.178542751018655,5.0,0.0,0.0,0.0,1.0,7.0,9.0,0.0,двор,1.0
150920989,2.0,1.0,7600000.0,37.0,19.0,9.0,37.644971,55.838617,9.571115396919122,7.0,1.0,0.0,1.0,1.0,15.0,17.0,0.0,двор,1.0
151073165,2.0,3.0,7650000.0,60.0,42.0,7.0,37.597513,55.894217,15.685519777597522,7.0,1.0,0.0,1.0,1.0,6.0,9.0,0.0,двор и улица,1.0
150720309,2.0,2.0,7650000.0,52.0,31.0,8.5,37.59321,55.897695,16.096185915052576,5.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,двор,1.0
147000518,2.0,1.0,7653360.0,42.9,11.5,20.7,37.618053,55.850616,10.776122802721035,10.0,1.0,1.0,0.0,0.0,6.0,18.0,1.0,двор,1.0
150810776,2.0,1.0,7699000.0,40.0,21.0,10.0,37.623609,55.797048,4.8249091414645315,7.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,двор,1.0
147714573,2.0,2.0,7700000.0,48.0,34.0,7.0,37.595653,55.881965,14.34079910644457,4.0,1.0,0.0,0.0,1.0,12.0,12.0,0.0,двор,1.0
41913300,2.0,1.0,7700000.0,41.0,18.0,11.0,37.644324,55.874551,13.523725851774051,16.0,1.0,1.0,1.0,1.0,10.0,24.0,0.0,двор и улица,1.0
149117086,2.0,1.0,7700000.0,37.0,18.0,10.0,37.660476,55.840351,9.963049287291296,5.0,0.0,1.0,1.0,0.0,8.0,12.0,0.0,двор,1.0
149641504,2.0,3.0,7700000.0,58.7,44.1,6.1,37.69401,55.87188,13.9314591601449,28.0,1.0,0.0,1.0,1.0,3.0,9.0,0.0,двор,1.0
46992077,2.0,3.0,7700000.0,62.0,43.0,7.0,37.693875,55.886978,15.521886299884397,10.0,0.0,1.0,1.0,0.0,5.0,12.0,0.0,улица,1.0
150924614,2.0,1.0,7700000.0,40.0,21.0,9.0,37.626349,55.871425,13.095766620081948,20.0,1.0,0.0,1.0,1.0,11.0,14.0,0.0,двор,1.0
49174926,2.0,2.0,7700000.0,46.0,30.0,7.5,37.687973,55.876885,14.341251981866485,20.0,1.0,0.0,1.0,1.0,5.0,12.0,0.0,двор и улица,1.0
150948888,2.0,1.0,7700000.0,38.9,19.1,9.1,37.66742,55.868809,13.138662833346874,4.0,1.0,1.0,1.0,1.0,6.0,12.0,0.0,двор,1.0
150584272,2.0,2.0,7700000.0,52.3,30.4,8.5,37.599399,55.897634,16.054252900097342,5.0,1.0,0.0,0.0,1.0,12.0,12.0,0.0,двор и улица,1.0
45681669,2.0,2.0,7761120.0,47.0,23.4,10.0,37.669356,55.869347,13.22464290232629,3.0,1.0,1.0,0.0,1.0,6.0,17.0,1.0,двор,1.0
151048303,2.0,3.0,7771000.0,79.3,47.0,14.0,37.597261,55.880065,14.120380050083593,8.0,1.0,1.0,0.0,1.0,14.0,20.0,1.0,–,0.0
151007501,2.0,3.0,7771000.0,79.3,46.0,12.0,37.597562,55.879981,14.109227367088328,10.0,1.0,1.0,0.0,1.0,4.0,20.0,1.0,двор,1.0
150890502,2.0,3.0,7771400.0,79.3,45.7,11.2,37.596489,55.879824,14.098603778619957,8.0,1.0,0.0,0.0,1.0,18.0,20.0,0.0,двор и улица,1.0
150629010,2.0,2.0,7790000.0,44.0,29.0,6.0,37.614419,55.866172,12.509839544951031,7.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,улица,1.0
144966570,2.0,3.0,7800000.0,57.8,42.0,6.0,37.694028,55.874157,14.170794063217702,15.0,1.0,1.0,1.0,1.0,3.0,9.0,0.0,двор и улица,1.0
149840385,2.0,3.0,9770000.0,56.4,43.0,11.0,37.6001,55.797427,5.01494711778613,10.0,1.0,1.0,0.0,1.0,3.0,7.0,1.0,двор и улица,1.0
149426712,2.0,2.0,9686000.0,66.8,42.0,12.5,37.590693,55.804072,5.888384091486763,10.0,1.0,1.0,0.0,1.0,6.0,46.0,1.0,двор и улица,1.0
150091912,2.0,2.0,7800000.0,39.0,22.0,7.0,37.612721,55.803717,5.578268932642707,15.0,1.0,0.0,1.0,1.0,9.0,12.0,0.0,двор,1.0
2250297,2.0,2.0,7800000.0,40.0,30.0,6.0,37.613135,55.865142,12.39778506067766,6.0,1.0,0.0,1.0,1.0,12.0,14.0,0.0,двор,1.0
150735368,2.0,2.0,7800000.0,52.0,31.0,10.0,37.555849,55.913253,18.182802817570604,10.0,0.0,0.0,0.0,1.0,11.0,17.0,0.0,двор,1.0
150820063,2.0,3.0,7800000.0,60.0,39.0,8.0,37.686141,55.877945,14.4206291760449,24.0,1.0,0.0,1.0,1.0,1.0,9.0,0.0,двор и улица,1.0
147734115,2.0,2.0,7850000.0,39.0,25.0,7.6,37.613,55.805361,5.759197024830725,17.0,1.0,0.0,1.0,1.0,8.0,9.0,0.0,двор,1.0
150503778,2.0,2.0,7900000.0,48.0,32.0,6.5,37.598834,55.870925,13.09937145411923,13.0,1.0,0.0,1.0,1.0,7.0,9.0,0.0,двор,1.0
148686358,2.0,1.0,7900000.0,35.0,20.0,6.0,37.646193,55.820809,7.6409817503186135,5.0,1.0,1.0,0.0,1.0,4.0,9.0,0.0,двор,1.0
150906729,2.0,3.0,7900000.0,65.0,38.0,6.0,37.698825,55.874152,14.270839465808221,5.0,0.0,0.0,1.0,1.0,3.0,12.0,0.0,двор,1.0
150185279,2.0,1.0,7900000.0,41.2,19.0,9.3,37.66742,55.868809,13.138662833346874,4.0,1.0,1.0,1.0,1.0,6.0,12.0,0.0,двор,1.0
149255657,2.0,2.0,7900000.0,53.0,31.0,9.0,37.600388,55.891996,15.42443928602568,10.0,1.0,0.0,0.0,1.0,7.0,12.0,0.0,двор,1.0
148048100,2.0,3.0,7900000.0,64.4,46.2,8.0,37.698466,55.864899,13.302167004750403,10.0,0.0,0.0,0.0,1.0,2.0,16.0,0.0,двор и улица,1.0
150002556,2.0,1.0,7929600.0,44.8,20.0,14.4,37.591081,55.889114,15.16257421757769,7.0,1.0,1.0,0.0,1.0,12.0,15.0,1.0,двор,1.0
148242075,2.0,3.0,7950000.0,59.0,45.0,6.0,37.698825,55.874152,14.270839465808221,,1.0,0.0,1.0,1.0,4.0,9.0,0.0,двор и улица,1.0
48093931,2.0,1.0,7973280.0,39.3,10.1,17.6,37.591081,55.889114,15.16257421757769,7.0,1.0,1.0,0.0,1.0,13.0,15.0,1.0,двор,1.0
51055043,2.0,2.0,7990000.0,46.0,30.5,7.0,37.606029,55.88613,14.749610691047613,4.0,1.0,0.0,0.0,1.0,12.0,13.0,0.0,улица,0.0
151025035,2.0,2.0,7990000.0,47.0,30.0,6.0,37.579169,55.823489,8.16395838391547,8.0,1.0,0.0,0.0,1.0,8.0,9.0,0.0,двор,1.0
151058098,2.0,2.0,7990000.0,45.5,32.0,7.5,37.606029,55.88613,14.749610691047613,3.0,1.0,0.0,1.0,1.0,12.0,12.0,0.0,двор и улица,1.0
149746322,2.0,2.0,7990000.0,53.5,31.4,8.5,37.55019,55.906456,17.530312366938755,7.0,0.0,0.0,1.0,1.0,14.0,17.0,0.0,двор и улица,1.0
148295483,2.0,2.0,7999000.0,48.0,30.0,6.5,37.663881,55.854365,11.525420913808968,7.0,1.0,1.0,1.0,1.0,5.0,14.0,0.0,двор,1.0
150893730,2.0,3.0,7999000.0,60.0,38.0,8.0,37.615919,55.871945,13.149483758415657,15.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0,–,1.0
148669223,2.0,3.0,8000000.0,52.5,37.9,5.8,37.629259,55.815706,6.918959416434956,13.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,двор,0.0
150773991,2.0,2.0,8000000.0,45.0,26.0,6.0,37.660206,55.86547,12.680245734764794,9.0,1.0,1.0,1.0,1.0,8.0,9.0,0.0,двор,1.0
149383020,2.0,3.0,8000000.0,60.0,43.9,6.0,37.574148,55.875344,13.82191371031361,10.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,двор и улица,0.0
151020513,2.0,2.0,8000000.0,52.0,30.4,8.0,37.593003,55.85817,11.735416557538485,15.0,1.0,0.0,1.0,1.0,6.0,17.0,0.0,улица,1.0
149650662,2.0,2.0,8000000.0,45.0,28.0,6.0,37.645851,55.815468,7.057323632190315,8.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,двор,1.0
151035739,2.0,1.0,4547000.0,40.6,21.0,12.0,37.597261,55.880065,14.120380050083593,8.0,1.0,1.0,0.0,0.0,4.0,20.0,1.0,–,1.0
151085393,2.0,2.0,11535343.0,60.2,35.2,5.0,37.645124,55.811359,6.602580609970315,8.0,1.0,1.0,0.0,0.0,2.0,24.0,1.0,двор,1.0
2592243,2.0,2.0,8000000.0,55.0,31.0,9.0,37.6039,55.895494,15.796956511185172,7.0,1.0,0.0,1.0,1.0,8.0,12.0,0.0,улица,1.0
150713659,2.0,3.0,8000000.0,54.0,40.0,7.0,37.550935,55.935813,20.698477495506083,10.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0,двор,1.0
147303641,2.0,2.0,8000000.0,49.4,30.3,9.6,37.578073,55.848943,10.905365432543189,7.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0,улица,1.0
51344404,2.0,3.0,8000000.0,50.8,36.0,6.0,37.671094,55.891456,15.646966390852421,11.0,1.0,0.0,1.0,1.0,5.0,9.0,0.0,двор,1.0
146688231,2.0,2.0,8000000.0,47.1,30.0,6.0,37.613,55.856548,11.443074223215858,10.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0,улица,1.0
136854977,2.0,1.0,8100000.0,44.4,11.0,23.3,37.669356,55.869347,13.22464290232629,3.0,1.0,1.0,0.0,1.0,15.0,17.0,1.0,двор,1.0
47359924,2.0,3.0,8100000.0,53.0,34.0,6.0,37.603361,55.867556,12.700754675057373,6.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0,двор,1.0
149930259,2.0,2.0,8100000.0,52.0,30.0,9.0,37.625666,55.896973,15.934404039471593,5.0,0.0,0.0,0.0,1.0,8.0,12.0,0.0,двор,1.0
148422920,2.0,2.0,8100000.0,45.0,33.3,6.0,37.621058,55.797033,4.818032921380861,5.0,1.0,0.0,0.0,1.0,4.0,6.0,0.0,двор,0.0
46473302,2.0,2.0,8121600.0,46.7,25.0,10.0,37.669356,55.869347,13.22464290232629,3.0,1.0,1.0,0.0,1.0,10.0,17.0,1.0,двор,1.0
149835773,2.0,1.0,8132800.0,46.2,,,37.578073,55.848943,10.905365432543189,,1.0,0.0,0.0,0.0,18.0,18.0,1.0,–,0.0
144137834,2.0,1.0,8169525.0,44.1,18.0,12.7,37.68491,55.872238,13.791290272527107,15.0,1.0,0.0,0.0,1.0,6.0,12.0,1.0,двор,1.0
149835982,2.0,1.0,8192600.0,46.4,,,37.578073,55.848943,10.905365432543189,,1.0,0.0,0.0,0.0,16.0,16.0,1.0,–,0.0
150638386,2.0,2.0,8200000.0,37.0,24.0,8.0,37.612964,55.806252,5.858168384317605,14.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,двор и улица,1.0
142960535,2.0,3.0,8200000.0,52.0,40.0,6.0,37.598735,55.828561,8.4266248596639,12.0,1.0,0.0,0.0,1.0,6.0,9.0,0.0,двор,1.0
150628938,2.0,2.0,8200000.0,55.0,30.0,9.0,37.587937,55.882823,14.493812274311175,10.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,двор и улица,1.0
150974446,2.0,2.0,8200000.0,54.2,35.0,,37.590693,55.804072,5.888384091486763,10.0,1.0,1.0,0.0,0.0,35.0,46.0,1.0,–,1.0
150537964,2.0,3.0,8200000.0,55.0,39.7,5.3,37.5804,55.823859,8.179592960094894,7.0,0.0,0.0,1.0,1.0,4.0,5.0,0.0,двор,0.0
148023126,2.0,2.0,8200000.0,52.1,30.4,9.0,37.550621,55.904735,17.338312658399733,10.0,0.0,0.0,1.0,1.0,2.0,17.0,0.0,двор и улица,1.0
150674038,2.0,3.0,8200000.0,63.0,50.0,6.0,37.591431,55.896307,15.954603405524647,4.0,0.0,0.0,1.0,1.0,3.0,12.0,0.0,двор и улица,1.0
150901922,2.0,3.0,8200000.0,57.0,38.0,6.0,37.67272,55.892001,15.727238028696373,12.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,двор и улица,1.0
150681632,2.0,2.0,8200000.0,54.3,31.1,8.3,37.640973,55.867541,12.726199725380388,5.0,0.0,0.0,1.0,1.0,7.0,16.0,0.0,улица,1.0
150508157,2.0,2.0,8208915.0,49.0,20.3,18.1,37.618053,55.850616,10.776122802721035,10.0,1.0,1.0,0.0,0.0,4.0,18.0,1.0,улица,1.0
149411134,2.0,1.0,8300000.0,38.0,19.0,9.8,37.645851,55.815468,7.057323632190315,7.0,1.0,0.0,0.0,1.0,12.0,12.0,0.0,двор,0.0
149245802,2.0,2.0,8300000.0,53.3,31.3,10.0,37.547926,55.905068,17.41663013748409,5.0,0.0,0.0,0.0,1.0,17.0,17.0,0.0,двор и улица,1.0
149937932,2.0,1.0,5845000.0,36.0,21.0,7.0,37.615919,55.871945,13.149483758415657,12.0,1.0,0.0,0.0,1.0,8.0,9.0,0.0,двор,1.0
47341824,2.0,3.0,8300000.0,65.0,38.0,6.5,37.600792,55.829517,8.51275726234881,12.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,двор и улица,0.0
150587928,2.0,3.0,8300000.0,60.3,40.3,6.5,37.606945,55.893935,15.613045135699108,5.0,0.0,0.0,1.0,1.0,5.0,9.0,0.0,двор,1.0
149433585,2.0,2.0,8300000.0,54.0,30.0,8.4,37.610089,55.857462,11.552754353766492,12.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,двор,1.0
147520506,2.0,2.0,8300000.0,48.0,32.0,9.0,37.663881,55.854365,11.525420913808968,7.0,1.0,1.0,1.0,1.0,9.0,14.0,0.0,улица,1.0
150848778,2.0,2.0,8300000.0,52.0,37.0,9.0,37.575522,55.899078,16.39843074931442,10.0,1.0,0.0,1.0,1.0,4.0,12.0,0.0,улица,1.0
150360575,2.0,1.0,8300000.0,38.1,19.3,9.7,37.619396,55.797792,4.901871180118302,5.0,1.0,1.0,0.0,1.0,8.0,12.0,0.0,улица,1.0
150142239,2.0,3.0,8300000.0,63.0,41.0,9.0,37.60637,55.87393,13.39424047201831,17.0,1.0,1.0,1.0,0.0,2.0,10.0,0.0,двор,0.0
150323565,2.0,3.0,8350000.0,63.0,38.0,8.0,37.628325,55.895747,15.80281359431325,15.0,1.0,0.0,0.0,1.0,5.0,9.0,0.0,двор,1.0
149519489,2.0,1.0,8356104.0,54.0,21.3,11.8,37.678348,55.861503,12.53035001338212,,1.0,0.0,0.0,1.0,7.0,16.0,1.0,–,0.0
151032414,2.0,1.0,8390000.0,34.8,19.1,9.8,37.608706,55.795904,4.742957686323216,8.0,1.0,0.0,0.0,1.0,12.0,16.0,0.0,двор,1.0
150324607,2.0,2.0,8400000.0,55.0,31.0,10.0,37.66371,55.893541,15.787658808984354,5.0,1.0,0.0,0.0,1.0,8.0,16.0,0.0,двор,1.0
149835981,2.0,1.0,8422700.0,49.4,,,37.578073,55.848943,10.905365432543189,,1.0,0.0,0.0,0.0,16.0,16.0,1.0,–,0.0
150290636,2.0,2.0,8450000.0,54.0,31.0,9.0,37.69401,55.860145,12.708623782562697,10.0,1.0,0.0,1.0,1.0,9.0,14.0,0.0,двор,1.0
150441058,2.0,2.0,8490000.0,54.0,32.3,9.4,37.576403,55.894884,15.929558201963353,12.0,1.0,0.0,0.0,1.0,9.0,16.0,0.0,двор,1.0
150085287,2.0,3.0,8500000.0,60.5,43.1,6.0,37.618543,55.89821,16.06796909126869,27.0,1.0,0.0,0.0,1.0,2.0,9.0,0.0,двор и улица,1.0
145170049,2.0,3.0,8500000.0,63.0,41.0,8.5,37.642025,55.868698,12.861067609691844,12.0,1.0,0.0,1.0,1.0,7.0,9.0,0.0,двор,1.0
150921323,2.0,3.0,8500000.0,59.5,38.4,8.2,37.627651,55.894697,15.684760265425066,3.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,двор,1.0
150401796,2.0,3.0,8500000.0,53.0,34.0,6.0,37.614419,55.866172,12.509839544951031,9.0,0.0,0.0,1.0,1.0,7.0,9.0,0.0,двор,0.0
150977751,2.0,2.0,8500000.0,50.3,28.0,11.0,37.696346,55.863929,13.153419810817192,10.0,0.0,0.0,1.0,1.0,5.0,16.0,0.0,двор,1.0
138435117,2.0,1.0,8500000.0,37.4,20.0,9.0,37.662003,55.855598,11.631495880340475,7.0,1.0,0.0,0.0,1.0,8.0,17.0,0.0,двор,1.0
150217525,2.0,3.0,8500000.0,60.0,44.0,6.0,37.601331,55.890133,15.21336867792497,10.0,1.0,0.0,1.0,1.0,9.0,9.0,0.0,двор,1.0
147562970,2.0,1.0,8500000.0,39.0,20.0,10.0,37.595887,55.825153,8.083551151908537,10.0,0.0,0.0,0.0,1.0,11.0,22.0,0.0,двор,1.0
140142351,2.0,3.0,8500000.0,65.0,44.0,7.0,37.586356,55.858402,11.827092730857853,17.0,1.0,0.0,1.0,1.0,10.0,12.0,0.0,двор и улица,1.0
141990626,2.0,2.0,8500000.0,48.0,31.0,7.0,37.618704,55.860474,11.871924002966574,10.0,1.0,0.0,1.0,1.0,3.0,12.0,0.0,двор и улица,1.0
146266075,2.0,1.0,8500000.0,38.0,20.5,10.5,37.614734,55.807466,5.985922624428201,10.0,1.0,0.0,0.0,1.0,21.0,22.0,0.0,двор,1.0
150923290,2.0,2.0,6451855.0,50.4,,,37.623784,55.850472,10.762404656678497,14.0,1.0,0.0,0.0,1.0,3.0,18.0,1.0,двор и улица,1.0
150898384,2.0,2.0,5499800.0,51.4,25.7,9.9,37.597562,55.879981,14.109227367088328,8.0,1.0,1.0,0.0,1.0,16.0,20.0,1.0,–,1.0
148963273,2.0,2.0,8500000.0,58.0,32.0,9.0,37.697145,55.858872,12.650299358930795,10.0,0.0,1.0,1.0,1.0,11.0,14.0,0.0,двор,1.0
150964050,2.0,2.0,8500000.0,53.0,31.0,9.5,37.618255,55.865142,12.39116159769573,12.0,1.0,0.0,0.0,1.0,6.0,17.0,0.0,двор,1.0
149292592,2.0,3.0,8500000.0,68.0,43.0,6.0,37.69905,55.860181,12.830249788444954,10.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,двор и улица,1.0
150441476,2.0,2.0,8500000.0,61.3,35.1,10.0,37.583373,55.881227,14.360348228767526,20.0,1.0,0.0,1.0,1.0,22.0,22.0,0.0,двор,1.0
150386937,2.0,1.0,8505540.0,49.7,19.5,13.4,37.678348,55.861503,12.53035001338212,,1.0,0.0,0.0,1.0,4.0,16.0,1.0,–,0.0
151097683,2.0,2.0,8571500.0,49.0,20.3,18.1,37.618053,55.850616,10.776122802721035,10.0,1.0,1.0,0.0,0.0,4.0,18.0,1.0,улица,1.0
151098473,2.0,2.0,8580506.0,49.4,31.8,8.8,37.618053,55.850616,10.776122802721035,10.0,1.0,1.0,0.0,0.0,10.0,18.0,1.0,улица,1.0
150923273,2.0,1.0,8582961.0,62.6,,,37.623784,55.850472,10.762404656678497,14.0,1.0,0.0,0.0,1.0,2.0,18.0,1.0,двор и улица,1.0
150602306,2.0,3.0,8588886.0,58.1,,,37.578073,55.848943,10.905365432543189,,1.0,0.0,0.0,0.0,11.0,16.0,1.0,–,0.0
151059073,2.0,2.0,8590000.0,54.0,31.0,8.7,37.605742,55.899255,16.207729676502804,14.0,1.0,0.0,1.0,1.0,16.0,16.0,0.0,двор,1.0
150684895,2.0,1.0,8591800.0,53.2,25.4,13.8,37.68491,55.872238,13.791290272527107,15.0,1.0,0.0,0.0,0.0,2.0,12.0,1.0,двор,1.0
148507095,2.0,2.0,8600000.0,53.0,31.0,9.0,37.582745,55.853496,11.33444768261474,11.0,1.0,0.0,0.0,1.0,3.0,12.0,0.0,двор и улица,1.0
149510780,2.0,2.0,8600000.0,51.8,30.9,8.4,37.701646,55.88615,15.58592499421412,10.0,0.0,0.0,1.0,1.0,16.0,17.0,0.0,улица,1.0
